image_name,image_patch_index,corr_max_1,corr_max_2,corr_max_3,corr_max_4,corr_max_5,corr_max_6,corr_max_7,corr_max_8,eudist_1,eudist_2,eudist_3,eudist_4,eudist_5,eudist_6,eudist_7,eudist_8,Variance,Entropy,type
0,10,22061,25461,278536,128162,344169,255538,211685,356037,1.003977836,0.849925797,1.046077061,1.096428623,0.451811327,1.146618863,0.30998412,0.728751443,200.8243883,7.172629489,Original
0,11,122111,211685,375424,1274349,1676206,0,0,0,0.84234951,0.30998412,0.163267447,0.881507846,0.455333578,1.404239632,1.404239632,1.404239632,201.6114192,6.886896272,Original
0,12,0,0,0,1986615,0,119890,3055510,0,0.777923696,0.777923696,0.777923696,0.26370721,0.777923696,0.251180957,0.074161495,0.777923696,343.7624909,2.421058414,Original
0,13,105432,3055510,0,64352,0,278536,2952783,0,0.247933693,0.074161495,0.831697393,0.229766641,0.831697393,1.046077061,0.617513247,0.831697393,179.0907029,1.81960229,Original
0,14,68369,2952783,0,344169,0,375424,3003325,0,0.40765873,0.617513247,1.294490486,0.451811327,1.294490486,0.163267447,0.32460332,1.294490486,320.2124818,5.09531707,Original
0,15,356037,3003325,0,1676206,0,0,0,0,0.728751443,0.32460332,0.987568519,0.455333578,0.987568519,0.987568519,0.987568519,0.987568519,467.0517525,4.917805388,Original
1,0,0,0,0,0,8272161,0,3192839,77876,0.16035246,0.16035246,0.16035246,0.16035246,0.08521748,0.16035246,0.496196176,0.545241987,946.7262697,0.481120626,Forged
1,1,0,3192839,73383,0,10441,0,2379879,42394,0.64660731,0.496196176,0.577173453,0.64660731,0.05817373,0.64660731,0.066400117,0.063834172,126.4465082,1.174102736,Forged
1,2,0,2379879,14401,0,40130,0,3220625,121465,0.698525938,0.066400117,0.021834848,0.698525938,0.060434367,0.698525938,0.080669853,0.216335787,284.0930633,1.593748239,Forged
1,3,0,3220625,43796,0,3018694,0,0,0,0.65186625,0.080669853,0.104489402,0.65186625,0.153760713,0.65186625,0.65186625,0.65186625,330.423235,0.982194434,Forged
1,4,0,0,0,8272161,8323017,73383,67637,37084,0.075933484,0.075933484,0.075933484,0.08521748,0.031984842,0.577173453,0.627420957,0.564179057,504.0210854,0.238311819,Forged
1,5,77876,67637,67568,10441,2161,14401,5802,5009,0.545241987,0.627420957,0.596098039,0.05817373,0.067092519,0.021834848,0.068952213,0.142261713,2.443808898,1.024572409,Forged
1,6,42394,5802,4151,40130,16148,43796,27392,31592,0.063834172,0.068952213,0.076020641,0.060434367,0.120897145,0.104489402,0.199199991,0.179965396,14.2563414,1.382479225,Forged
1,7,121465,27392,76030,3018694,3520914,0,0,0,0.216335787,0.199199991,0.315645212,0.153760713,0.027521968,0.509434382,0.509434382,0.509434382,191.6528857,0.71206072,Forged
1,8,0,0,0,8323017,4230581,67568,37176,31440,0.107428844,0.107428844,0.107428844,0.031984842,0.297545304,0.596098039,0.532684942,0.507202936,504.5254925,0.341481184,Original
1,9,37084,37176,31649,2161,2118,4151,7426,2816,0.564179057,0.532684942,0.246175311,0.067092519,0.036481749,0.076020641,0.185432896,0.30665472,2.039521933,0.908554221,Original
1,10,5009,7426,5864,16148,11724,76030,85746,86732,0.142261713,0.185432896,0.219686626,0.120897145,0.139924489,0.315645212,0.298107041,0.242906781,13.9234398,1.688037124,Original
1,11,31592,85746,35328,3520914,3649832,0,0,0,0.179965396,0.298107041,0.428515222,0.027521968,0.057921749,0.535662745,0.535662745,0.535662745,240.2884376,0.740216395,Original
1,12,0,0,0,4230581,0,31649,74443,0,0.403964199,0.403964199,0.403964199,0.297545304,0.403964199,0.246175311,0.218093897,0.403964199,224.7735766,0.856702893,Original
1,13,31440,74443,0,2118,0,5864,45562,0,0.507202936,0.218093897,0.610838927,0.036481749,0.610838927,0.219686626,0.341257547,0.610838927,4.277248383,0.889723288,Original
1,14,2816,45562,0,11724,0,35328,71477,0,0.30665472,0.341257547,0.866220373,0.139924489,0.866220373,0.428515222,0.373464791,0.866220373,9.133787211,1.863670566,Original
1,15,86732,71477,0,3649832,0,0,0,0,0.242906781,0.373464791,0.564179359,0.057921749,0.564179359,0.564179359,0.564179359,0.564179359,238.3275716,1.30466136,Original
10,0,0,0,0,0,1702917,0,6727648,40755,0.345672754,0.345672754,0.345672754,0.345672754,0.188108883,0.345672754,0.032587889,0.130942954,721.4574231,0.930399713,Forged
10,1,0,6727648,55033,0,11724,0,6050457,108256,0.338758775,0.032587889,0.21488681,0.338758775,0.124803915,0.338758775,0.129541076,0.469831428,389.0593843,0.515480314,Forged
10,2,0,6050457,11068,0,102146,0,4946093,92614,0.461783131,0.129541076,0.247463351,0.461783131,0.393121121,0.461783131,0.517802432,1.452966896,356.2541795,0.892232132,Forged
10,3,0,4946093,127948,0,1735807,0,0,0,0.884354656,0.517802432,0.21236645,0.884354656,0.955709241,0.884354656,0.884354656,0.884354656,400.4609302,4.231206816,Forged
10,4,0,0,0,1702917,370527,55033,15895,18586,0.50069299,0.50069299,0.50069299,0.188108883,0.212490039,0.21488681,0.30034217,0.364012213,53.06213659,1.685815248,Forged
10,5,40755,15895,11446,11724,4067,11068,16029,17436,0.130942954,0.30034217,0.506027358,0.124803915,0.65854119,0.247463351,0.530494983,1.689167418,1.841040995,0.518067348,Forged
10,6,108256,16029,15755,102146,96623,127948,242876,212060,0.469831428,0.530494983,0.299917871,0.393121121,1.177213186,0.21236645,1.073727758,0.972277612,107.1297383,4.313155098,Forged
10,7,92614,242876,369944,1735807,4210783,0,0,0,1.452966896,1.073727758,0.236243611,0.955709241,0.147259785,1.70865835,1.70865835,1.70865835,393.8887363,6.087638276,Forged
10,8,0,0,0,370527,329874,11446,9676,7133,0.705207618,0.705207618,0.705207618,0.212490039,0.055647654,0.506027358,0.16975986,0.045339501,20.13775039,1.584752685,Original
10,9,18586,9676,15876,4067,3442,15755,16118,8986,0.364012213,0.16975986,0.168518861,0.65854119,0.134866754,0.299917871,1.213552346,0.690364353,5.384785116,1.501922025,Original
10,10,17436,16118,11839,96623,38683,369944,349237,205976,1.689167418,1.213552346,1.325335512,1.177213186,0.557984144,0.236243611,0.347064159,0.36107256,118.0782497,6.485340151,Original
10,11,212060,349237,62073,4210783,2122967,0,0,0,0.972277612,0.347064159,0.280040086,0.147259785,0.102689806,1.609465684,1.609465684,1.609465684,327.1092342,5.288957324,Original
10,12,0,0,0,329874,0,15876,68912,0,0.741869045,0.741869045,0.741869045,0.055647654,0.741869045,0.168518861,0.046359072,0.741869045,48.08157059,1.377102946,Original
10,13,7133,68912,0,3442,0,11839,83336,0,0.045339501,0.046359072,0.74139841,0.134866754,0.74139841,1.325335512,0.813658122,0.74139841,4.854220029,1.27615931,Original
10,14,8986,83336,0,38683,0,62073,401675,0,0.690364353,0.813658122,1.381279343,0.557984144,1.381279343,0.280040086,0.258048146,1.381279343,42.60119259,3.776497398,Original
10,15,205976,401675,0,2122967,0,0,0,0,0.36107256,0.258048146,1.59264037,0.102689806,1.59264037,1.59264037,1.59264037,1.59264037,145.3968431,4.447340662,Original
100,0,0,0,0,0,2053696,0,1666417,24959,1.031932163,1.031932163,1.031932163,1.031932163,0.497936946,1.031932163,0.170604317,0.07432458,165.986564,2.909668658,Forged
100,1,0,1666417,59079,0,29356,0,2618936,104510,0.880379007,0.170604317,0.331083448,0.880379007,0.214946745,0.880379007,0.132813194,0.960635037,194.4012163,2.346249076,Forged
100,2,0,2618936,24467,0,105639,0,1522378,148167,0.907897566,0.132813194,0.279998563,0.907897566,0.951404644,0.907897566,0.120132683,1.021895264,247.1431106,4.009136596,Forged
100,3,0,1522378,108125,0,2307537,0,0,0,0.964317815,0.120132683,0.88327151,0.964317815,0.933748846,0.964317815,0.964317815,0.964317815,220.4893802,3.664427358,Forged
100,4,0,0,0,2053696,2588535,59079,30173,12837,0.591760939,0.591760939,0.591760939,0.497936946,0.129220613,0.331083448,0.531886319,0.118387498,223.0103588,1.633717875,Forged
100,5,24959,30173,30445,29356,3454,24467,25283,11641,0.07432458,0.531886319,0.658604619,0.214946745,0.649290968,0.279998563,0.801797143,0.256291449,12.39180645,2.672112462,Forged
100,6,104510,25283,11247,105639,51388,108125,135582,141150,0.960635037,0.801797143,1.280317946,0.951404644,0.969290887,0.88327151,0.291196962,0.863918109,240.7562357,10.21857088,Forged
100,7,148167,135582,62828,2307537,2800082,0,0,0,1.021895264,0.291196962,1.027613217,0.933748846,0.958147462,1.70622072,1.70622072,1.70622072,368.2039384,8.719970203,Forged
100,8,0,0,0,2588535,299369,30445,11486,13258,0.488713431,0.488713431,0.488713431,0.129220613,0.043058354,0.658604619,0.026402866,0.142933761,147.1941852,1.04076419,Original
100,9,12837,11486,2314,3454,2754,11247,6107,2914,0.118387498,0.026402866,0.020212162,0.649290968,0.123778474,1.280317946,0.452519838,0.339888392,2.194769081,0.878063967,Original
100,10,11641,6107,18955,51388,21118,62828,71391,51112,0.256291449,0.452519838,0.333481,0.969290887,0.127036427,1.027613217,0.1778177,0.077627333,47.33745895,2.714484661,Original
100,11,141150,71391,36617,2800082,1770839,0,0,0,0.863918109,0.1778177,0.232179451,0.958147462,0.191311848,0.853249686,0.853249686,0.853249686,280.6274294,5.006763633,Original
100,12,0,0,0,299369,0,2314,33376,0,0.523534725,0.523534725,0.523534725,0.043058354,0.523534725,0.020212162,0.123179454,0.523534725,7.464831457,0.887831636,Original
100,13,13258,33376,0,2754,0,18955,79025,0,0.142933761,0.123179454,0.622494187,0.123778474,0.622494187,0.333481,0.217044928,0.622494187,6.564916477,1.118717299,Original
100,14,2914,79025,0,21118,0,36617,79926,0,0.339888392,0.217044928,0.820242252,0.127036427,0.820242252,0.232179451,0.076046965,0.820242252,15.63954173,1.746647118,Original
100,15,51112,79926,0,1770839,0,0,0,0,0.077627333,0.076046965,0.853377051,0.191311848,0.853377051,0.853377051,0.853377051,0.853377051,123.2302308,2.343175659,Original
101,0,0,0,0,0,1891847,0,1350346,23117,0.584615776,0.584615776,0.584615776,0.584615776,0.644860219,0.584615776,0.24797838,0.479852126,273.3653177,1.447230045,Forged
101,1,0,1350346,34630,0,11899,0,618447,16221,0.808872088,0.24797838,0.440990025,0.808872088,0.256834605,0.808872088,0.104526095,0.087848805,50.29652384,1.426282953,Forged
101,2,0,618447,10237,0,15203,0,334843,16498,0.735641218,0.104526095,0.30725658,0.735641218,0.04077448,0.735641218,0.194415852,0.053803809,46.35547136,2.151562635,Forged
101,3,0,334843,13777,0,339729,0,0,0,0.879260581,0.194415852,0.202862151,0.879260581,0.199974973,0.879260581,0.879260581,0.879260581,53.83388519,3.14321446,Forged
101,4,0,0,0,1891847,1900608,34630,21611,15932,1.114122863,1.114122863,1.114122863,0.644860219,0.580299402,0.440990025,0.192362541,0.53299816,131.6763653,3.028191012,Forged
101,5,23117,21611,20969,11899,4776,10237,9139,9733,0.479852126,0.192362541,0.410303225,0.256834605,0.370269397,0.30725658,0.302874323,0.084271814,10.26387,2.121438798,Forged
101,6,16221,9139,6936,15203,17175,13777,12330,27305,0.087848805,0.302874323,0.083957299,0.04077448,0.250531394,0.202862151,0.041960928,0.161653496,20.59540948,1.812181799,Forged
101,7,16498,12330,15998,339729,732838,0,0,0,0.053803809,0.041960928,0.244080656,0.199974973,0.151316293,0.76289357,0.76289357,0.76289357,34.06791443,1.714869685,Forged
101,8,0,0,0,1900608,767245,20969,17194,20575,0.637399116,0.637399116,0.637399116,0.580299402,0.069811826,0.410303225,0.058129182,0.037996718,159.2841402,1.378481606,Original
101,9,15932,17194,13934,4776,5574,6936,7445,7355,0.53299816,0.058129182,0.117578848,0.370269397,0.090295729,0.083957299,0.313189027,0.274194534,6.868083652,1.543728736,Original
101,10,9733,7445,12049,17175,15790,15998,36135,19421,0.084271814,0.313189027,0.376231248,0.250531394,0.091175617,0.244080656,0.097330802,0.347678754,30.92211255,2.590385294,Original
101,11,27305,36135,33463,732838,699941,0,0,0,0.161653496,0.097330802,0.057003892,0.151316293,0.255397625,0.871230087,0.871230087,0.871230087,130.2182728,2.635076177,Original
101,12,0,0,0,767245,0,13934,212031,0,0.585481779,0.585481779,0.585481779,0.069811826,0.585481779,0.117578848,0.063238475,0.585481779,47.23022662,1.114295426,Original
101,13,20575,212031,0,5574,0,12049,320574,0,0.037996718,0.063238475,0.646525445,0.090295729,0.646525445,0.376231248,0.322695848,0.646525445,17.6120317,1.078019417,Original
101,14,7355,320574,0,15790,0,33463,426227,0,0.274194534,0.322695848,0.911766096,0.091175617,0.911766096,0.057003892,0.286873193,0.911766096,39.67285824,2.122756678,Original
101,15,19421,426227,0,699941,0,0,0,0,0.347678754,0.286873193,0.71164531,0.255397625,0.71164531,0.71164531,0.71164531,0.71164531,51.86033005,1.216904457,Original
102,0,0,0,0,0,2968615,0,2779980,21433,0.706171939,0.706171939,0.706171939,0.706171939,0.131122783,0.706171939,0.037773411,0.03867949,315.1568264,2.02565338,Forged
102,1,0,2779980,54502,0,24187,0,2923456,47754,0.720806342,0.037773411,0.111612835,0.720806342,0.02147194,0.720806342,0.242011898,0.330463323,177.9646246,1.694767552,Forged
102,2,0,2923456,25706,0,52230,0,3007164,54785,0.896054193,0.242011898,0.239390872,0.896054193,0.118668268,0.896054193,0.147068828,0.198013075,235.7444527,3.846359085,Forged
102,3,0,3007164,86259,0,1008744,0,0,0,0.920159113,0.147068828,0.12554942,0.920159113,0.214207615,0.920159113,0.920159113,0.920159113,384.9181574,5.319322488,Forged
102,4,0,0,0,2968615,4219760,54502,21201,8649,0.827472284,0.827472284,0.827472284,0.131122783,0.504100247,0.111612835,0.102589895,0.387942897,248.1708009,1.738609131,Forged
102,5,21433,21201,22190,24187,1212,25706,6921,7790,0.03867949,0.102589895,0.40483892,0.02147194,0.294666861,0.239390872,0.3261103,0.08805599,4.610943779,1.481838451,Forged
102,6,47754,6921,3604,52230,23016,86259,40277,43612,0.330463323,0.3261103,0.590764347,0.118668268,0.265056733,0.12554942,0.109246339,0.219897146,48.85593098,3.664450513,Forged
102,7,54785,40277,41966,1008744,707369,0,0,0,0.198013075,0.109246339,0.344040954,0.214207615,0.285194746,1.060008334,1.060008334,1.060008334,75.4467296,3.641074627,Forged
102,8,0,0,0,4219760,4980246,22190,8374,52507,0.384703059,0.384703059,0.384703059,0.504100247,0.16037777,0.40483892,0.136844014,0.158846763,286.2759328,0.602252458,Original
102,9,8649,8374,16730,1212,11667,3604,2606,14330,0.387942897,0.136844014,0.094082776,0.294666861,0.059872339,0.590764347,0.331191047,0.413494337,1.001479149,0.617687896,Original
102,10,7790,2606,49552,23016,51274,41966,52135,59503,0.08805599,0.331191047,0.28595245,0.265056733,0.102516437,0.344040954,0.094171331,0.147148997,39.80551374,2.735333504,Original
102,11,43612,52135,75777,707369,959761,0,0,0,0.219897146,0.094171331,0.047790619,0.285194746,0.090467457,0.848570427,0.848570427,0.848570427,91.58571112,3.102515645,Original
102,12,0,0,0,4980246,0,16730,3365285,0,0.50312433,0.50312433,0.50312433,0.16037777,0.50312433,0.094082776,0.044862483,0.50312433,584.1003225,1.555784122,Original
102,13,52507,3365285,0,11667,0,49552,3249519,0,0.158846763,0.044862483,0.523617122,0.059872339,0.523617122,0.28595245,0.374434841,0.523617122,188.7425451,1.321745988,Original
102,14,14330,3249519,0,51274,0,75777,4202502,0,0.413494337,0.374434841,0.85652464,0.102516437,0.85652464,0.047790619,0.084048725,0.85652464,282.7913646,2.825197857,Original
102,15,59503,4202502,0,959761,0,0,0,0,0.147148997,0.084048725,0.894316624,0.090467457,0.894316624,0.894316624,0.894316624,0.894316624,397.1871352,3.508212413,Original
103,0,0,0,0,0,1697543,0,1252986,8797,0.290962558,0.290962558,0.290962558,0.290962558,0.084481994,0.290962558,0.034095473,0.106906227,162.8967001,0.563076155,Forged
103,1,0,1252986,20441,0,8177,0,1243389,15092,0.25756793,0.034095473,0.115003363,0.25756793,0.137171039,0.25756793,0.236253805,0.481728866,77.8387658,0.462570877,Forged
103,2,0,1243389,8016,0,14377,0,1213876,30697,0.487800148,0.236253805,0.100152883,0.487800148,0.271087354,0.487800148,0.048963252,0.10122519,74.58938926,0.702765197,Forged
103,3,0,1213876,37911,0,1942788,0,0,0,0.53631365,0.048963252,0.237488481,0.53631365,0.065111736,0.53631365,0.53631365,0.53631365,171.3438177,0.824905738,Forged
103,4,0,0,0,1697543,1266630,20441,4485,18340,0.368785168,0.368785168,0.368785168,0.084481994,0.618441382,0.115003363,0.02320863,0.462853639,124.0473813,0.699046558,Forged
103,5,8797,4485,3700,8177,1381,8016,1701,1732,0.106906227,0.02320863,0.598101221,0.137171039,0.441920923,0.100152883,0.352975008,0.778880476,0.825901683,0.602753812,Forged
103,6,15092,1701,4852,14377,8166,37911,33472,20469,0.481728866,0.352975008,0.097563256,0.271087354,0.455233422,0.237488481,0.177819243,0.60714282,10.30094658,1.641822861,Forged
103,7,30697,33472,26823,1942788,1158487,0,0,0,0.10122519,0.177819243,0.626239717,0.065111736,0.775202521,0.576062353,0.576062353,0.576062353,147.2253017,1.334783937,Forged
103,8,0,0,0,1266630,593948,3700,14360,32393,0.926424375,0.926424375,0.926424375,0.618441382,0.363211871,0.598101221,0.159651537,0.091589474,68.50535342,2.157525084,Original
103,9,18340,14360,13537,1381,8807,4852,4991,13072,0.462853639,0.159651537,0.205216957,0.441920923,0.095745453,0.097563256,0.369516839,0.646613759,5.337760177,1.634639618,Original
103,10,1732,4991,18595,8166,28211,26823,18261,32101,0.778880476,0.369516839,0.310878447,0.455233422,0.312478101,0.626239717,0.163132074,0.193893595,15.68284556,2.753315673,Original
103,11,20469,18261,46884,1158487,490889,0,0,0,0.60714282,0.163132074,0.204653486,0.775202521,0.340129158,1.212284143,1.212284143,1.212284143,65.60803771,3.649652326,Original
103,12,0,0,0,593948,0,13537,435353,0,0.617570729,0.617570729,0.617570729,0.363211871,0.617570729,0.205216957,0.292219727,0.617570729,54.88175152,1.303580797,Original
103,13,32393,435353,0,8807,0,18595,536113,0,0.091589474,0.292219727,0.862524435,0.095745453,0.862524435,0.310878447,0.604384306,0.862524435,36.27968393,1.717281244,Original
103,14,13072,536113,0,28211,0,46884,573619,0,0.646613759,0.604384306,1.247040139,0.312478101,1.247040139,0.204653486,0.455839836,1.247040139,96.8003366,5.138166378,Original
103,15,32101,573619,0,490889,0,0,0,0,0.193893595,0.455839836,0.910131546,0.340129158,0.910131546,0.910131546,0.910131546,0.910131546,83.68117779,3.395681214,Original
104,0,0,0,0,0,562970,0,190191,7644,0.282445619,0.282445619,0.282445619,0.282445619,0.19039824,0.282445619,0.009873793,0.297530004,29.56656927,0.580302927,Forged
104,1,0,190191,7670,0,5929,0,209687,15463,0.278079965,0.009873793,0.196348276,0.278079965,0.303439213,0.278079965,0.36281219,0.43236164,13.00437578,0.454415952,Forged
104,2,0,209687,6197,0,15939,0,187817,18150,0.630926112,0.36281219,0.12290005,0.630926112,0.12462753,0.630926112,0.012580763,0.051673661,13.93264018,0.743982742,Forged
104,3,0,187817,29013,0,577435,0,0,0,0.627807406,0.012580763,0.123727682,0.627807406,0.048903074,0.627807406,0.627807406,0.627807406,32.30436667,0.881677915,Forged
104,4,0,0,0,562970,452709,7670,11506,13206,0.453377135,0.453377135,0.453377135,0.19039824,0.363252751,0.196348276,0.107503663,0.650209807,67.05936008,1.218840298,Forged
104,5,7644,11506,7068,5929,4151,6197,8427,9617,0.297530004,0.107503663,0.25958446,0.303439213,0.551904696,0.12290005,0.140949718,0.858493087,4.062102258,1.250404235,Forged
104,6,15463,8427,11553,15939,37630,29013,37896,63344,0.43236164,0.140949718,0.462685489,0.12462753,0.772362756,0.123727682,0.103014238,1.082305499,48.95708047,2.287720744,Forged
104,7,18150,37896,54976,577435,872924,0,0,0,0.051673661,0.103014238,0.866548876,0.048903074,1.175605663,0.606125995,0.606125995,0.606125995,65.06760305,1.318297729,Forged
104,8,0,0,0,452709,573374,7068,8991,32580,0.788036418,0.788036418,0.788036418,0.363252751,0.118736163,0.25958446,0.30117745,0.205646562,24.91884994,1.885986789,Original
104,9,13206,8991,31017,4151,25081,11553,13962,22326,0.650209807,0.30117745,0.196420168,0.551904696,0.491966637,0.462685489,0.455360241,0.447572455,9.422941711,2.132377794,Original
104,10,9617,13962,78792,37630,108043,54976,60449,96327,0.858493087,0.455360241,0.801072821,0.772362756,0.070693566,0.866548876,0.321994475,0.745389357,119.1833322,6.604113258,Original
104,11,63344,60449,113208,872924,1449476,0,0,0,1.082305499,0.321994475,0.329609089,1.175605663,1.053159816,1.542234317,1.542234317,1.542234317,156.7798654,7.495351108,Original
104,12,0,0,0,573374,0,31017,3188062,0,0.861596638,0.861596638,0.861596638,0.118736163,0.861596638,0.196420168,0.300324522,0.861596638,313.4297428,2.708630565,Original
104,13,32580,3188062,0,25081,0,78792,2249008,0,0.205646562,0.300324522,0.594812056,0.491966637,0.594812056,0.801072821,0.788997178,0.594812056,226.9383929,1.695433006,Original
104,14,22326,2249008,0,108043,0,113208,1811446,0,0.447572455,0.788997178,1.252466883,0.070693566,1.252466883,0.329609089,0.732649796,1.252466883,257.2444035,7.531279071,Original
104,15,96327,1811446,0,1449476,0,0,0,0,0.745389357,0.732649796,0.741305375,1.053159816,0.741305375,0.741305375,0.741305375,0.741305375,343.5503157,2.272297409,Original
105,0,0,0,0,0,2189954,0,1715113,6722,0.324576603,0.324576603,0.324576603,0.324576603,0.118708739,0.324576603,0.02794881,0.048224393,212.1466643,0.585027323,Forged
105,1,0,1715113,26105,0,6093,0,1803673,7003,0.298115612,0.02794881,0.092182266,0.298115612,0.026886218,0.298115612,0.287415655,0.260395459,111.6878441,0.49655699,Forged
105,2,0,1803673,6151,0,6932,0,1616456,27527,0.578297664,0.287415655,0.296601867,0.578297664,0.028077069,0.578297664,0.01676213,0.178719727,108.5951165,0.726350242,Forged
105,3,0,1616456,8900,0,2310389,0,0,0,0.587271029,0.01676213,0.04060648,0.587271029,0.18961348,0.587271029,0.587271029,0.587271029,199.6133324,0.869258852,Forged
105,4,0,0,0,2189954,3108523,26105,3846,6882,0.206506701,0.206506701,0.206506701,0.118708739,0.602075293,0.092182266,0.078270065,0.617363381,153.9505551,0.479969491,Forged
105,5,6722,3846,4069,6093,1071,6151,1066,2050,0.048224393,0.078270065,0.530036517,0.026886218,0.544191049,0.296601867,0.26978548,0.984272376,0.66090038,0.512324196,Forged
105,6,7003,1066,1116,6932,2792,8900,8710,10567,0.260395459,0.26978548,0.312552266,0.028077069,0.811112114,0.04060648,0.151622218,0.710105853,1.225807037,0.653377018,Forged
105,7,27527,8710,14617,2310389,3407915,0,0,0,0.178719727,0.151622218,0.912066186,0.18961348,0.80901908,0.403579764,0.403579764,0.403579764,176.6111141,0.628880413,Forged
105,8,0,0,0,3108523,3550604,4069,9362,45992,0.786344323,0.786344323,0.786344323,0.602075293,0.12606115,0.530036517,0.035999581,0.130438166,240.4254205,1.467321539,Original
105,9,6882,9362,15385,1071,12000,1116,4757,11916,0.617363381,0.035999581,0.130753415,0.544191049,0.12703462,0.312552266,0.542950727,0.271616736,3.021649536,1.067443681,Original
105,10,2050,4757,25535,2792,27335,14617,19072,36061,0.984272376,0.542950727,0.653002226,0.811112114,0.275370548,0.912066186,0.1062491,0.096433714,19.8378372,2.584639008,Original
105,11,10567,19072,65322,3407915,4305269,0,0,0,0.710105853,0.1062491,0.183786551,0.80901908,0.137748581,1.090610764,1.090610764,1.090610764,267.1366042,2.973408371,Original
105,12,0,0,0,3550604,0,15385,3728822,0,0.684518963,0.684518963,0.684518963,0.12606115,0.684518963,0.130753415,0.037255111,0.684518963,441.6118414,1.306231142,Original
105,13,45992,3728822,0,12000,0,25535,3405548,0,0.130438166,0.037255111,0.707454028,0.12703462,0.707454028,0.653002226,0.38013825,0.707454028,213.4216169,1.091502117,Original
105,14,11916,3405548,0,27335,0,65322,3289379,0,0.271616736,0.38013825,0.974885294,0.275370548,0.974885294,0.183786551,0.289671116,0.974885294,227.2799376,2.708589563,Original
105,15,36061,3289379,0,4305269,0,0,0,0,0.096433714,0.289671116,1.204467444,0.137748581,1.204467444,1.204467444,1.204467444,1.204467444,538.1135169,4.438782968,Original
106,0,0,0,0,0,2386923,0,1340461,10814,0.332588421,0.332588421,0.332588421,0.332588421,0.360108151,0.332588421,0.029680697,0.291687152,186.5505509,0.623472904,Forged
106,1,0,1340461,29917,0,7717,0,1523066,19988,0.361397095,0.029680697,0.338573938,0.361397095,0.27000084,0.361397095,0.274987425,0.501533299,89.77885639,0.535921458,Forged
106,2,0,1523066,8403,0,20859,0,1611267,46229,0.624875347,0.274987425,0.094079798,0.624875347,0.306951083,0.624875347,0.076948216,0.310550525,96.74272388,0.758637134,Forged
106,3,0,1611267,34053,0,2885963,0,0,0,0.68730043,0.076948216,0.264792253,0.68730043,0.274918989,0.68730043,0.68730043,0.68730043,236.4220076,0.972715398,Forged
106,4,0,0,0,2386923,3334662,29917,7036,11627,0.654695785,0.654695785,0.654695785,0.360108151,0.107998212,0.338573938,0.076149902,0.096987687,189.2219945,1.24584295,Forged
106,5,10814,7036,7483,7717,1445,8403,2924,4815,0.291687152,0.076149902,0.156506628,0.27000084,0.155876657,0.094079798,0.270980687,0.962827551,1.772603855,0.885907369,Forged
106,6,19988,2924,3163,20859,19001,34053,36149,34838,0.501533299,0.270980687,0.192939877,0.306951083,0.704521704,0.264792253,0.041616927,0.585819279,14.46360248,2.131827332,Forged
106,7,46229,36149,52867,2885963,3655898,0,0,0,0.310550525,0.041616927,0.705385558,0.274918989,0.589295029,0.77311327,0.77311327,0.77311327,244.322235,2.673784061,Forged
106,8,0,0,0,3334662,2708120,7483,11538,55420,0.747565603,0.747565603,0.747565603,0.107998212,0.230198296,0.156506628,0.034149553,0.381904761,225.7771009,1.020659023,Original
